date key,full date,day of week,day num in month,day num overall,day name,day abbrev,weekday flag,week num in year,week num overall,week begin date,week begin date key,month,month num overall,month name,month abbrev,quarter,year,yearmo,fiscal month,fiscal quarter,fiscal year,month end flag,same day year ago
20140827,27/08/2014,3,27,604,Wednesday,Wed,Weekday,35,88,25/08/2014,20140825,8,20,August,Aug,3,2014,201408,2,1,2015,Not Month End,27/08/2013
20140828,28/08/2014,4,28,605,Thursday,Thu,Weekday,35,88,25/08/2014,20140825,8,20,August,Aug,3,2014,201408,2,1,2015,Not Month End,28/08/2013
20140829,29/08/2014,5,29,606,Friday,Fri,Weekday,35,88,25/08/2014,20140825,8,20,August,Aug,3,2014,201408,2,1,2015,Not Month End,29/08/2013
20140830,30/08/2014,6,30,607,Saturday,Sat,Weekend,35,88,25/08/2014,20140825,8,20,August,Aug,3,2014,201408,2,1,2015,Not Month End,30/08/2013
20140831,31/08/2014,7,31,608,Sunday,Sun,Weekend,35,88,25/08/2014,20140825,8,20,August,Aug,3,2014,201408,2,1,2015,Month End,31/08/2013
20140901,01/09/2014,1,1,609,Monday,Mon,Weekday,36,89,01/09/2014,20140901,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,01/09/2013
20140902,02/09/2014,2,2,610,Tuesday,Tue,Weekday,36,89,01/09/2014,20140901,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,02/09/2013
20140903,03/09/2014,3,3,611,Wednesday,Wed,Weekday,36,89,01/09/2014,20140901,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,03/09/2013
20140904,04/09/2014,4,4,612,Thursday,Thu,Weekday,36,89,01/09/2014,20140901,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,04/09/2013
20140905,05/09/2014,5,5,613,Friday,Fri,Weekday,36,89,01/09/2014,20140901,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,05/09/2013
20140906,06/09/2014,6,6,614,Saturday,Sat,Weekend,36,89,01/09/2014,20140901,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,06/09/2013
20140907,07/09/2014,7,7,615,Sunday,Sun,Weekend,36,89,01/09/2014,20140901,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,07/09/2013
20140908,08/09/2014,1,8,616,Monday,Mon,Weekday,37,90,08/09/2014,20140908,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,08/09/2013
20140909,09/09/2014,2,9,617,Tuesday,Tue,Weekday,37,90,08/09/2014,20140908,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,09/09/2013
20140910,10/09/2014,3,10,618,Wednesday,Wed,Weekday,37,90,08/09/2014,20140908,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,10/09/2013
20140911,11/09/2014,4,11,619,Thursday,Thu,Weekday,37,90,08/09/2014,20140908,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,11/09/2013
20140912,12/09/2014,5,12,620,Friday,Fri,Weekday,37,90,08/09/2014,20140908,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,12/09/2013
20140913,13/09/2014,6,13,621,Saturday,Sat,Weekend,37,90,08/09/2014,20140908,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,13/09/2013
20140914,14/09/2014,7,14,622,Sunday,Sun,Weekend,37,90,08/09/2014,20140908,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,14/09/2013
20140915,15/09/2014,1,15,623,Monday,Mon,Weekday,38,91,15/09/2014,20140915,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,15/09/2013
20140916,16/09/2014,2,16,624,Tuesday,Tue,Weekday,38,91,15/09/2014,20140915,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,16/09/2013
20140917,17/09/2014,3,17,625,Wednesday,Wed,Weekday,38,91,15/09/2014,20140915,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,17/09/2013
20140918,18/09/2014,4,18,626,Thursday,Thu,Weekday,38,91,15/09/2014,20140915,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,18/09/2013
20140919,19/09/2014,5,19,627,Friday,Fri,Weekday,38,91,15/09/2014,20140915,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,19/09/2013
20140920,20/09/2014,6,20,628,Saturday,Sat,Weekend,38,91,15/09/2014,20140915,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,20/09/2013
20140921,21/09/2014,7,21,629,Sunday,Sun,Weekend,38,91,15/09/2014,20140915,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,21/09/2013
20140922,22/09/2014,1,22,630,Monday,Mon,Weekday,39,92,22/09/2014,20140922,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,22/09/2013
20140923,23/09/2014,2,23,631,Tuesday,Tue,Weekday,39,92,22/09/2014,20140922,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,23/09/2013
20140924,24/09/2014,3,24,632,Wednesday,Wed,Weekday,39,92,22/09/2014,20140922,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,24/09/2013
20140925,25/09/2014,4,25,633,Thursday,Thu,Weekday,39,92,22/09/2014,20140922,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,25/09/2013
20140926,26/09/2014,5,26,634,Friday,Fri,Weekday,39,92,22/09/2014,20140922,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,26/09/2013
20140927,27/09/2014,6,27,635,Saturday,Sat,Weekend,39,92,22/09/2014,20140922,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,27/09/2013
20140928,28/09/2014,7,28,636,Sunday,Sun,Weekend,39,92,22/09/2014,20140922,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,28/09/2013
20140929,29/09/2014,1,29,637,Monday,Mon,Weekday,40,93,29/09/2014,20140929,9,21,September,Sep,3,2014,201409,3,1,2015,Not Month End,29/09/2013
20140930,30/09/2014,2,30,638,Tuesday,Tue,Weekday,40,93,29/09/2014,20140929,9,21,September,Sep,3,2014,201409,3,1,2015,Month End,30/09/2013
20141001,01/10/2014,3,1,639,Wednesday,Wed,Weekday,40,93,29/09/2014,20140929,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,01/10/2013
20141002,02/10/2014,4,2,640,Thursday,Thu,Weekday,40,93,29/09/2014,20140929,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,02/10/2013
20141003,03/10/2014,5,3,641,Friday,Fri,Weekday,40,93,29/09/2014,20140929,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,03/10/2013
20141004,04/10/2014,6,4,642,Saturday,Sat,Weekend,40,93,29/09/2014,20140929,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,04/10/2013
20141005,05/10/2014,7,5,643,Sunday,Sun,Weekend,40,93,29/09/2014,20140929,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,05/10/2013
20141006,06/10/2014,1,6,644,Monday,Mon,Weekday,41,94,06/10/2014,20141006,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,06/10/2013
20141007,07/10/2014,2,7,645,Tuesday,Tue,Weekday,41,94,06/10/2014,20141006,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,07/10/2013
20141008,08/10/2014,3,8,646,Wednesday,Wed,Weekday,41,94,06/10/2014,20141006,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,08/10/2013
20141009,09/10/2014,4,9,647,Thursday,Thu,Weekday,41,94,06/10/2014,20141006,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,09/10/2013
20141010,10/10/2014,5,10,648,Friday,Fri,Weekday,41,94,06/10/2014,20141006,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,10/10/2013
20141011,11/10/2014,6,11,649,Saturday,Sat,Weekend,41,94,06/10/2014,20141006,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,11/10/2013
20141012,12/10/2014,7,12,650,Sunday,Sun,Weekend,41,94,06/10/2014,20141006,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,12/10/2013
20141013,13/10/2014,1,13,651,Monday,Mon,Weekday,42,95,13/10/2014,20141013,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,13/10/2013
20141014,14/10/2014,2,14,652,Tuesday,Tue,Weekday,42,95,13/10/2014,20141013,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,14/10/2013
20141015,15/10/2014,3,15,653,Wednesday,Wed,Weekday,42,95,13/10/2014,20141013,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,15/10/2013
20141016,16/10/2014,4,16,654,Thursday,Thu,Weekday,42,95,13/10/2014,20141013,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,16/10/2013
20141017,17/10/2014,5,17,655,Friday,Fri,Weekday,42,95,13/10/2014,20141013,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,17/10/2013
20141018,18/10/2014,6,18,656,Saturday,Sat,Weekend,42,95,13/10/2014,20141013,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,18/10/2013
20141019,19/10/2014,7,19,657,Sunday,Sun,Weekend,42,95,13/10/2014,20141013,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,19/10/2013
20141020,20/10/2014,1,20,658,Monday,Mon,Weekday,43,96,20/10/2014,20141020,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,20/10/2013
20141021,21/10/2014,2,21,659,Tuesday,Tue,Weekday,43,96,20/10/2014,20141020,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,21/10/2013
20141022,22/10/2014,3,22,660,Wednesday,Wed,Weekday,43,96,20/10/2014,20141020,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,22/10/2013
20141023,23/10/2014,4,23,661,Thursday,Thu,Weekday,43,96,20/10/2014,20141020,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,23/10/2013
20141024,24/10/2014,5,24,662,Friday,Fri,Weekday,43,96,20/10/2014,20141020,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,24/10/2013
20141025,25/10/2014,6,25,663,Saturday,Sat,Weekend,43,96,20/10/2014,20141020,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,25/10/2013
20141026,26/10/2014,7,26,664,Sunday,Sun,Weekend,43,96,20/10/2014,20141020,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,26/10/2013
20141027,27/10/2014,1,27,665,Monday,Mon,Weekday,44,97,27/10/2014,20141027,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,27/10/2013
20141028,28/10/2014,2,28,666,Tuesday,Tue,Weekday,44,97,27/10/2014,20141027,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,28/10/2013
20141029,29/10/2014,3,29,667,Wednesday,Wed,Weekday,44,97,27/10/2014,20141027,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,29/10/2013
20141030,30/10/2014,4,30,668,Thursday,Thu,Weekday,44,97,27/10/2014,20141027,10,22,October,Oct,4,2014,201410,4,2,2015,Not Month End,30/10/2013
20141031,31/10/2014,5,31,669,Friday,Fri,Weekday,44,97,27/10/2014,20141027,10,22,October,Oct,4,2014,201410,4,2,2015,Month End,31/10/2013
20141101,01/11/2014,6,1,670,Saturday,Sat,Weekend,44,97,27/10/2014,20141027,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,01/11/2013
20141102,02/11/2014,7,2,671,Sunday,Sun,Weekend,44,97,27/10/2014,20141027,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,02/11/2013
20141103,03/11/2014,1,3,672,Monday,Mon,Weekday,45,98,03/11/2014,20141103,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,03/11/2013
20141104,04/11/2014,2,4,673,Tuesday,Tue,Weekday,45,98,03/11/2014,20141103,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,04/11/2013
20141105,05/11/2014,3,5,674,Wednesday,Wed,Weekday,45,98,03/11/2014,20141103,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,05/11/2013
20141106,06/11/2014,4,6,675,Thursday,Thu,Weekday,45,98,03/11/2014,20141103,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,06/11/2013
20141107,07/11/2014,5,7,676,Friday,Fri,Weekday,45,98,03/11/2014,20141103,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,07/11/2013
20141108,08/11/2014,6,8,677,Saturday,Sat,Weekend,45,98,03/11/2014,20141103,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,08/11/2013
20141109,09/11/2014,7,9,678,Sunday,Sun,Weekend,45,98,03/11/2014,20141103,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,09/11/2013
20141110,10/11/2014,1,10,679,Monday,Mon,Weekday,46,99,10/11/2014,20141110,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,10/11/2013
20141111,11/11/2014,2,11,680,Tuesday,Tue,Weekday,46,99,10/11/2014,20141110,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,11/11/2013
20141112,12/11/2014,3,12,681,Wednesday,Wed,Weekday,46,99,10/11/2014,20141110,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,12/11/2013
20141113,13/11/2014,4,13,682,Thursday,Thu,Weekday,46,99,10/11/2014,20141110,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,13/11/2013
20141114,14/11/2014,5,14,683,Friday,Fri,Weekday,46,99,10/11/2014,20141110,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,14/11/2013
20141115,15/11/2014,6,15,684,Saturday,Sat,Weekend,46,99,10/11/2014,20141110,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,15/11/2013
20141116,16/11/2014,7,16,685,Sunday,Sun,Weekend,46,99,10/11/2014,20141110,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,16/11/2013
20141117,17/11/2014,1,17,686,Monday,Mon,Weekday,47,100,17/11/2014,20141117,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,17/11/2013
20141118,18/11/2014,2,18,687,Tuesday,Tue,Weekday,47,100,17/11/2014,20141117,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,18/11/2013
20141119,19/11/2014,3,19,688,Wednesday,Wed,Weekday,47,100,17/11/2014,20141117,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,19/11/2013
20141120,20/11/2014,4,20,689,Thursday,Thu,Weekday,47,100,17/11/2014,20141117,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,20/11/2013
20141121,21/11/2014,5,21,690,Friday,Fri,Weekday,47,100,17/11/2014,20141117,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,21/11/2013
20141122,22/11/2014,6,22,691,Saturday,Sat,Weekend,47,100,17/11/2014,20141117,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,22/11/2013
20141123,23/11/2014,7,23,692,Sunday,Sun,Weekend,47,100,17/11/2014,20141117,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,23/11/2013
20141124,24/11/2014,1,24,693,Monday,Mon,Weekday,48,101,24/11/2014,20141124,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,24/11/2013
20141125,25/11/2014,2,25,694,Tuesday,Tue,Weekday,48,101,24/11/2014,20141124,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,25/11/2013
20141126,26/11/2014,3,26,695,Wednesday,Wed,Weekday,48,101,24/11/2014,20141124,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,26/11/2013
20141127,27/11/2014,4,27,696,Thursday,Thu,Weekday,48,101,24/11/2014,20141124,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,27/11/2013
20141128,28/11/2014,5,28,697,Friday,Fri,Weekday,48,101,24/11/2014,20141124,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,28/11/2013
20141129,29/11/2014,6,29,698,Saturday,Sat,Weekend,48,101,24/11/2014,20141124,11,23,November,Nov,4,2014,201411,5,2,2015,Not Month End,29/11/2013
20141130,30/11/2014,7,30,699,Sunday,Sun,Weekend,48,101,24/11/2014,20141124,11,23,November,Nov,4,2014,201411,5,2,2015,Month End,30/11/2013
20141201,01/12/2014,1,1,700,Monday,Mon,Weekday,49,102,01/12/2014,20141201,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,01/12/2013
20141202,02/12/2014,2,2,701,Tuesday,Tue,Weekday,49,102,01/12/2014,20141201,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,02/12/2013
20141203,03/12/2014,3,3,702,Wednesday,Wed,Weekday,49,102,01/12/2014,20141201,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,03/12/2013
20141204,04/12/2014,4,4,703,Thursday,Thu,Weekday,49,102,01/12/2014,20141201,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,04/12/2013
20141205,05/12/2014,5,5,704,Friday,Fri,Weekday,49,102,01/12/2014,20141201,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,05/12/2013
20141206,06/12/2014,6,6,705,Saturday,Sat,Weekend,49,102,01/12/2014,20141201,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,06/12/2013
20141207,07/12/2014,7,7,706,Sunday,Sun,Weekend,49,102,01/12/2014,20141201,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,07/12/2013
20141208,08/12/2014,1,8,707,Monday,Mon,Weekday,50,103,08/12/2014,20141208,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,08/12/2013
20141209,09/12/2014,2,9,708,Tuesday,Tue,Weekday,50,103,08/12/2014,20141208,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,09/12/2013
20141210,10/12/2014,3,10,709,Wednesday,Wed,Weekday,50,103,08/12/2014,20141208,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,10/12/2013
20141211,11/12/2014,4,11,710,Thursday,Thu,Weekday,50,103,08/12/2014,20141208,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,11/12/2013
20141212,12/12/2014,5,12,711,Friday,Fri,Weekday,50,103,08/12/2014,20141208,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,12/12/2013
20141213,13/12/2014,6,13,712,Saturday,Sat,Weekend,50,103,08/12/2014,20141208,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,13/12/2013
20141214,14/12/2014,7,14,713,Sunday,Sun,Weekend,50,103,08/12/2014,20141208,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,14/12/2013
20141215,15/12/2014,1,15,714,Monday,Mon,Weekday,51,104,15/12/2014,20141215,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,15/12/2013
20141216,16/12/2014,2,16,715,Tuesday,Tue,Weekday,51,104,15/12/2014,20141215,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,16/12/2013
20141217,17/12/2014,3,17,716,Wednesday,Wed,Weekday,51,104,15/12/2014,20141215,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,17/12/2013
20141218,18/12/2014,4,18,717,Thursday,Thu,Weekday,51,104,15/12/2014,20141215,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,18/12/2013
20141219,19/12/2014,5,19,718,Friday,Fri,Weekday,51,104,15/12/2014,20141215,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,19/12/2013
20141220,20/12/2014,6,20,719,Saturday,Sat,Weekend,51,104,15/12/2014,20141215,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,20/12/2013
20141221,21/12/2014,7,21,720,Sunday,Sun,Weekend,51,104,15/12/2014,20141215,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,21/12/2013
20141222,22/12/2014,1,22,721,Monday,Mon,Weekday,52,105,22/12/2014,20141222,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,22/12/2013
20141223,23/12/2014,2,23,722,Tuesday,Tue,Weekday,52,105,22/12/2014,20141222,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,23/12/2013
20141224,24/12/2014,3,24,723,Wednesday,Wed,Weekday,52,105,22/12/2014,20141222,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,24/12/2013
20141225,25/12/2014,4,25,724,Thursday,Thu,Weekday,52,105,22/12/2014,20141222,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,25/12/2013
20141226,26/12/2014,5,26,725,Friday,Fri,Weekday,52,105,22/12/2014,20141222,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,26/12/2013
20141227,27/12/2014,6,27,726,Saturday,Sat,Weekend,52,105,22/12/2014,20141222,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,27/12/2013
20141228,28/12/2014,7,28,727,Sunday,Sun,Weekend,52,105,22/12/2014,20141222,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,28/12/2013
20141229,29/12/2014,1,29,728,Monday,Mon,Weekday,53,106,29/12/2014,20141229,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,29/12/2013
20141230,30/12/2014,2,30,729,Tuesday,Tue,Weekday,53,106,29/12/2014,20141229,12,24,December,Dec,4,2014,201412,6,2,2015,Not Month End,30/12/2013
20141231,31/12/2014,3,31,730,Wednesday,Wed,Weekday,53,106,29/12/2014,20141229,12,24,December,Dec,4,2014,201412,6,2,2015,Month End,31/12/2013
20150101,01/01/2015,4,1,731,Thursday,Thu,Weekday,1,107,29/12/2014,20141229,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,01/01/2014
20150102,02/01/2015,5,2,732,Friday,Fri,Weekday,1,107,29/12/2014,20141229,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,02/01/2014
20150103,03/01/2015,6,3,733,Saturday,Sat,Weekend,1,107,29/12/2014,20141229,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,03/01/2014
20150104,04/01/2015,7,4,734,Sunday,Sun,Weekend,1,107,29/12/2014,20141229,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,04/01/2014
20150105,05/01/2015,1,5,735,Monday,Mon,Weekday,2,108,05/01/2015,20150105,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,05/01/2014
20150106,06/01/2015,2,6,736,Tuesday,Tue,Weekday,2,108,05/01/2015,20150105,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,06/01/2014
20150107,07/01/2015,3,7,737,Wednesday,Wed,Weekday,2,108,05/01/2015,20150105,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,07/01/2014
20150108,08/01/2015,4,8,738,Thursday,Thu,Weekday,2,108,05/01/2015,20150105,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,08/01/2014
20150109,09/01/2015,5,9,739,Friday,Fri,Weekday,2,108,05/01/2015,20150105,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,09/01/2014
20150110,10/01/2015,6,10,740,Saturday,Sat,Weekend,2,108,05/01/2015,20150105,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,10/01/2014
20150111,11/01/2015,7,11,741,Sunday,Sun,Weekend,2,108,05/01/2015,20150105,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,11/01/2014
20150112,12/01/2015,1,12,742,Monday,Mon,Weekday,3,109,12/01/2015,20150112,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,12/01/2014
20150113,13/01/2015,2,13,743,Tuesday,Tue,Weekday,3,109,12/01/2015,20150112,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,13/01/2014
20150114,14/01/2015,3,14,744,Wednesday,Wed,Weekday,3,109,12/01/2015,20150112,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,14/01/2014
20150115,15/01/2015,4,15,745,Thursday,Thu,Weekday,3,109,12/01/2015,20150112,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,15/01/2014
20150116,16/01/2015,5,16,746,Friday,Fri,Weekday,3,109,12/01/2015,20150112,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,16/01/2014
20150117,17/01/2015,6,17,747,Saturday,Sat,Weekend,3,109,12/01/2015,20150112,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,17/01/2014
20150118,18/01/2015,7,18,748,Sunday,Sun,Weekend,3,109,12/01/2015,20150112,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,18/01/2014
20150119,19/01/2015,1,19,749,Monday,Mon,Weekday,4,110,19/01/2015,20150119,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,19/01/2014
20150120,20/01/2015,2,20,750,Tuesday,Tue,Weekday,4,110,19/01/2015,20150119,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,20/01/2014
20150121,21/01/2015,3,21,751,Wednesday,Wed,Weekday,4,110,19/01/2015,20150119,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,21/01/2014
20150122,22/01/2015,4,22,752,Thursday,Thu,Weekday,4,110,19/01/2015,20150119,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,22/01/2014
20150123,23/01/2015,5,23,753,Friday,Fri,Weekday,4,110,19/01/2015,20150119,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,23/01/2014
20150124,24/01/2015,6,24,754,Saturday,Sat,Weekend,4,110,19/01/2015,20150119,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,24/01/2014
20150125,25/01/2015,7,25,755,Sunday,Sun,Weekend,4,110,19/01/2015,20150119,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,25/01/2014
20150126,26/01/2015,1,26,756,Monday,Mon,Weekday,5,111,26/01/2015,20150126,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,26/01/2014
20150127,27/01/2015,2,27,757,Tuesday,Tue,Weekday,5,111,26/01/2015,20150126,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,27/01/2014
20150128,28/01/2015,3,28,758,Wednesday,Wed,Weekday,5,111,26/01/2015,20150126,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,28/01/2014
20150129,29/01/2015,4,29,759,Thursday,Thu,Weekday,5,111,26/01/2015,20150126,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,29/01/2014
20150130,30/01/2015,5,30,760,Friday,Fri,Weekday,5,111,26/01/2015,20150126,1,25,January,Jan,1,2015,201501,7,3,2015,Not Month End,30/01/2014
20150131,31/01/2015,6,31,761,Saturday,Sat,Weekend,5,111,26/01/2015,20150126,1,25,January,Jan,1,2015,201501,7,3,2015,Month End,31/01/2014
20150201,01/02/2015,7,1,762,Sunday,Sun,Weekend,5,111,26/01/2015,20150126,2,26,February,Feb,1,2015,201502,8,3,2015,Not Month End,01/02/2014
20150202,02/02/2015,1,2,763,Monday,Mon,Weekday,6,112,02/02/2015,20150202,2,26,February,Feb,1,2015,201502,8,3,2015,Not Month End,02/02/2014
20150203,03/02/2015,2,3,764,Tuesday,Tue,Weekday,6,112,02/02/2015,20150202,2,26,February,Feb,1,2015,201502,8,3,2015,Not Month End,03/02/2014
20150204,04/02/2015,3,4,765,Wednesday,Wed,Weekday,6,112,02/02/2015,20150202,2,26,February,Feb,1,2015,201502,8,3,2015,Not Month End,04/02/2014
20150205,05/02/2015,4,5,766,Thursday,Thu,Weekday,6,112,02/02/2015,20150202,2,26,February,Feb,1,2015,201502,8,3,2015,Not Month End,05/02/2014
20150206,06/02/2015,5,6,767,Friday,Fri,Weekday,6,112,02/02/2015,20150202,2,26,February,Feb,1,2015,201502,8,3,2015,Not Month End,06/02/2014
20150207,07/02/2015,6,7,768,Saturday,Sat,Weekend,6,112,02/02/2015,20150202,2,26,February,Feb,1,2015,201502,8,3,2015,Not Month End,07/02/2014
